time,category,command,variant,tx,rx,latency,status,match,meaning,validationMode,transportStatus,note
2026-02-26T13:29:26.387Z,Set volume level,0xC203,volume=28,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 1C 77,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,29,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:26.761Z,Set volume level,0xC203,volume=29,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 1D 78,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,61,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:27.097Z,Set volume level,0xC203,volume=30,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 1E 79,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,24,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:27.511Z,Set volume level,0xC203,volume=31,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 1F 7A,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,79,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:27.896Z,Set volume level,0xC203,volume=32,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 20 7B,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,75,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:28.276Z,Set volume level,0xC203,volume=33,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 21 7C,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,71,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:28.661Z,Set volume level,0xC203,volume=34,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 22 7D,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,71,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:29.045Z,Set volume level,0xC203,volume=35,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 23 7E,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,71,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:29.427Z,Set volume level,0xC203,volume=36,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 24 7F,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,79,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:29.763Z,Set volume level,0xC203,volume=37,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 25 80,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,26,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:30.095Z,Set volume level,0xC203,volume=38,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 26 81,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,29,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:30.478Z,Set volume level,0xC203,volume=39,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 27 82,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,69,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:30.849Z,Set volume level,0xC203,volume=40,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 28 83,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,69,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:31.232Z,Set volume level,0xC203,volume=41,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 29 84,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,68,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:31.566Z,Set volume level,0xC203,volume=42,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 2A 85,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,29,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:31.907Z,Set volume level,0xC203,volume=43,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 2B 86,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,29,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:32.246Z,Set volume level,0xC203,volume=44,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 2C 87,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,25,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:32.628Z,Set volume level,0xC203,volume=45,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 2D 88,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,78,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:33.012Z,Set volume level,0xC203,volume=46,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 2E 89,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,76,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:33.383Z,Set volume level,0xC203,volume=47,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 2F 8A,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,58,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:33.747Z,Set volume level,0xC203,volume=48,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 30 8B,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,61,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:34.133Z,Set volume level,0xC203,volume=49,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 31 8C,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,74,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:34.512Z,Set volume level,0xC203,volume=50,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 32 8D,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,69,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:34.889Z,Set volume level,0xC203,volume=51,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 33 8E,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,77,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:35.263Z,Set volume level,0xC203,volume=52,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 34 8F,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,65,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
2026-02-26T13:29:35.632Z,Set volume level,0xC203,volume=53,55 55 55 55 55 55 55 C0 01 03 01 D0 00 D1 03 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 01 00 35 90,55 55 55 55 55 55 55 C0 01 03 00 D1 01 D0 04 C2 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 02 00 01 00 5E,60,PASS,EXACT,Reply matches expected template,STRICT_EXACT,REPLY,
